ogindex,label,text
13192,0,"Just came back with 240 chol. I'm an Intuitive eater. Anyone with tips for me?

I will-add fiber, add exercise, find red meat alternatives when I can, and try not to freak the f out.

Anything else?"
8831,1,"Can people really drop the whole self love BS. I’m a 31 year old gay man who is too fat and ugly to be good enough for a relationship. Nothing grinds my gears more than people telling me I need to “love myself”. Let’s just be real, self love is a fake concept people tell guys like me to make us feel better about our situations. I can sit here and love myself till I’m blue in the face guess what…. Doesn’t change shit. “Loving yourself” really doesn’t make people give you a chance. So just being a Realistic Ron letting all of y’all know this shit is not real."
10336,0,"**Welcome to the r/BodyAcceptance Bi-weekly Body Dissatisfaction Post** for talking about your negative feelings about your body.  This post will be created on Mondays and Thursdays.

As this is a support sub, people may offer advice. If you would prefer to rant without getting advice, please start your comment with [RANT ONLY]. Others are asked to respect that the commenter does not want advice.

**Important: [Please read if you're feeling suicidal or that you may harm yourself]( 

[Why does this post exist?](

**All comments must follow [the rules of this sub]("
11218,0,"Hi guys. I'm a 25f currently 23 weeks pregnant. I eat a very balanced diet, but have found myself on a number of occasions pushing through fullness (not really uncomfortable or painful) and finishing a meal. Obviously this is fine and normal sometimes but it's scaring me how often it's becoming. Is this a problem? Im.afraid of gaining an excessive amount of weight during pregnancy."
9542,0,I’m really stuck. I’ve been trying to do IE for months I want to say since maybe January and I keep coming back to it but I’ve been really focused since March. My cues for hunger and fullness are totally messed up and I’m only seventeen. I have a bad habit of overeating. almost daily or just eating to eat and often times this leaves me feeling miserable and I know most people say that if you’re overeating than you’re restricting in some way but I don’t know how? I mean sure I have thoughts about food but it’s unrealistic for me to go out and get everything I think about I just start eating and I get the cue that I’m full but it’s like leaving something on my plate is taboo even though my parents never forced that on me and I have food in my house so nothing is limited which makes it even harder for me to understand why I keep putting myself through this same cycle. I know the food is there I see it so why do I keep eating when I’m full? As far as my hunger I don’t know if I would have such a problem recognizing it as much as I gave waiting for it if that makes sense? I know a lot of people say that thinking if food is a sign of hunger but I don’t think that’s reliable for me because I do get full quickly and easily even if my stomach is growling I guess I just want to rush the feeling so I can eat. I recently brought it up to my therapist and she recommended a food journal but I’m not sure what to write for it to be helpful some people says on a previous post of mine this could be harmful but I’m not really restrictive with my food intake. I read some of the book but it didn’t seem helpful to me maybe because of my age I just felt like it was more so chronic dieters which for me isn’t really the case I had one summer of calorie counting and a chronic dieter step mom. I’m thinking maybe I should set up meal times I tried this b4 but I didn’t do it for long but maybe it’ll help? Sorry for the long post but I would like input from real people :)
12845,0,"Ive always wanted to be the Sophisticated badass.. clean cut.. classy dressed.. very smart and witty, well rounded, self made with lots of money and power... but can also kick 99% of the asses of people he meets.


Think Baron Quinn on *Into the Badlands*

I try to invision this type of persons daily habits and emulate it..

Wake up early.. intense exercise to start the day.. routinely doing martial arts.. reading books.. poetry.. making sure youre up to date with everything going on.. etc

Would love to hear other peoples thoughts"
11632,0,"
Hi everyone,

I hope this is allowed here.

I’ve been reading a lot about intuitive eating for a few weeks now and after talking to my therapist, yesterday I did a full day of eating intuitively. For me, this meant throwing out all my “rules” around food and as a result I ate breakfast at work for the first time, well, ever, and ate lunch an hour earlier than I usually do. Then, around midnight for some reason I was starving in bed so I got up and ate a snack—also something I would never have allowed myself in the past!

I have a history with EDs, however, and I just read a post on r/fatlogic about intuitive eating that seriously scared me. The person said that in 6 months of IE, they gained 22lbs. 

I feel myself backing out of this journey and could really just use some extra encouragement. I know weight gain isn’t supposed to matter, but if I gained 22lbs I feel I would have a major problem on my hands and would spiral even more. Have a lot of people gained weight after starting IE?"
13776,0,"This is my third monthly post. I started losing weight in March of last year, and have been tracking calories in MFP for 92 days now. I’m a few days late on my post, but I hit 345.6 today, effectively knocking out my second goal and getting back down to approximately the weight I was at the end of high school. I still have a long way to go, but it’s a bit surreal, as I haven’t been at a weight this low in 11 years. I also bought some new clothes and have gone down a shirt size and down two sizes in my jeans. My next goal is 100 lbs lost, so I probably won’t make a post next month, but when I hit that. Given my pace so far, I’m hoping to be there in around 2-ish months. We’ll see. Anyway, here’s a face comparison from last winter to this morning. Definitely starting to see some face bones and my jaw start to peek out. "
12292,1,"So I don't know exactly how to describe it! But just after post COVID lockdown , I am feeling incredibly bad. I used to be a good student throughout my high schools, and now I am preparing for an entrance exam. Now I whenever I goto study, my brain kept asking me what is my purpose ? Why am I doing it ? It asks me really terrible questions, Why I have to Study ? What is my motivation ? And the anxiety created by not studying at all is haunting me. I literally wakes up multiple times in night. And felt really bad about it, that my exam is near and haven't studied but when I goto study my brain again bombard with me what is my purpose ? Why am I doing it ? I really cannot describe the problem. It just doesn't let me focus on my study. When I search for my purpose ? I got blank answer which really demotivates me just pushing me back in this cycle. How can I help myself out of this problem ? What my purpose can be ? Or knowing that purpose really important enough ? Or it is just my brain trying to circumvent the hardships of preparation. 

I am so deeply entrenched in this never ending depression, that now I cannot even decide what is good or bad ? 

Please take some time , as It can help someone like me. I also tries hard to remember from my past, how I used to perform so good earlier but I never get the answer. 


My questions are 
1. What is my purpose can be ?
2. Or knowing that purpose that the self help books and other claims is just a stupid concept and knowing it will not create any difference ?
3. Should I just keep myself busy ? How can I stop my brain or ignore it questions ?

Please help me!"
10089,0,"Even during my diet days, I never deliberately ate such shitty food. 

He says that he ""has a background in nutrition,"" which could mean almost anything. 

And the plural of ""loaf"" is ""loaves."" 

 




"
8941,0,"Freezing in the face of challenging situations rarely serves any purpose.

It often, in fact, only makes things worse.

Take one small step.

Even in the wrong direction, this at least offers a sense of agency.

If you misstep, that's okay.

Assess, adjust, and then take another.

You've got this."
13797,0,"I have been told that I have a fairly high cholesterol for a few years now and I recently discovered that cholesterol is only in animal products. My health has been on the decline lately and between the extreme nausea and stomach pain and the weight gain, I've decided that I should finally start working towards lowering my cholesterol and improving my overall health. 

If y'all have already done this or are doing this now, do you have any tips, recipes, or experiences that could help? Did it work for you overall?"
10666,0,"so i’m a freshman in college. my roommate is 5’9 and pretty obsessed with the gym and the way his body looks. he’s told me he has body dysmorphia and doesn’t like the way it looks (he has like a bird chest), but he wasn’t *actually* serious about it. i just thought he wanted to improve how he looks like a normal person. 

it wasn’t until i found out he’s had a negative image of his body since he was a kid, thinking he was fat when he was a very normal weight, that i found that he *really* dislikes his body. 

any advice i could give him to come to terms with how he looks?"
11008,0,Let's make some plans for the week! How are you planning to have some fun with fitness this week?
12635,0,"I'm 15, my whole life up until around a month ago revolved around waking up going to school coming home and playing video games then repeat and repeat and repeat. That's been my life for as long as I can remember. 2022 began and I decided I had to fix my shit.

It's been going well, I'm gaining weight, I'm getting the body I want, my mental health was good up until this week and I'm generally just getting better. 

However I've hit a huge bump this week. I don't have anything to do. I do some half arsed revision, work out, then I play video games. I don't know what to do with myself. I end up just falling back into my old routine of just doing nothing. Now I'm getting stressed as well which has never happened to me before. I feel like I'm just wasting time doing absolutely nothing. 

Anyone got any tips or any way they got around this?"
13597,0,"I have been doing IE now since two weeks, and the first week went great. I ate what I wanted to eat, didn't feel guilty a single time and reintroduced foods into my life that were 'forbidden' before. I was so happy, I was never more at peace with food than I was during that first week. And what surprised me the most is that I was able to maintain my weight. I know weight shouldn't be in focus at all, but since I come from a loooong past of dieting, I can't just turn it completely off over night.

And I still am at peace with food, but also having a bit of a concern. Since last Monday, I feel like I could eat all day. I am never really satiated, even though I eat quite a lot of food. I eat whenever I am hungry, I don't try to surpress my hunger or delay eating. But I just keep wanting more. 

And it's just a bit confusing to me because I didn't experience that at all during the first week.

Has anyone else experienced this? Will it eventually pass?"
13283,0,"I’m currently on Lexapro and am one if the lucky people who experience the side effect of never feeling satiated. Like I can be finishing a third helping of dinner, feel uncomfortable fullness in my belly, but have hunger in my esophagus, if that makes sense. I’m always hungry and lethargic and I don’t know how to fix it."
10170,0,"**Welcome to our weekly Grateful & GratiTuesday post.**

What are you grateful for?

What about your body brings you gratitude and joy?

What in your life helps you achieve body acceptance?

Share your thoughts!  

*(As always, all comments must follow [the rules of this sub]( Comments that break the rules will be removed.)*"
12359,0,"I kbow this may sound a little stupid.
I've been thinking about going to the gym and getting fit. I'm not oversize, actually kinda low in weight, but i wanna be stronger, built some muscles. But I am very much scared to go there. I'm very insecure around other people, especially when older than me, and since I am a teenage girl, thats not very hard. I'm scared I will embarrass myself or be to self conscious which just makes me more clumsy.
So is it a good idea to go there on my own?

How is it to start at a gym, I've never been in one. I heard you get like a coach or something. Please I need advice. Probably on being not so self conscious."
9734,1,"During lockdown and this whole pandemic obviously I’ve spent a lot of time at home... making me become consciously aware of what I’m eating everyday and disgusted in myself for it too..

Over the past 6 months it has been a battle, let me tell you. So I’ve always struggled with my eating habits anyway, but I’ve always just subconsciously eaten whatever right? At the start of lockdown like everyone else I was like ‘okay it’s time to sort my weight out and hit those goals’ 6 months later and I am the embodiment of a couch potato and I’ve put on weight. How?

Well, I was trying to loose weight which in turn made me very conscious of what I was eating, trying diets, trying to eat healthy, I had fallen into the vicious cycle of binge eating.. so in my head if I had failed my diet one day I thought ‘fuck it might aswell eat bad for the rest of the day’ (btw ‘failing’ my diet was because I had a piece of bread and wasn’t carb free...!!!) so because I ‘failed’ I’d order takeaway.. lots of takeaways.. and go to the store buy so much shit and just eat it. Now. After the first day of this it would last for about 2 weeks. Everyday. Takeaway, junk food, fizzy pop. I don’t even want to think about what I consumed because ew. But THEN I’ve become addicted... like I genuinely can’t stop ordering food and I’ve fallen into a vicious cycle that I don’t know how to get out of..

I can honestly say it is the biggest challenge to go one day without a takeaway and junk food.. I don’t cook anymore, in my head if I’m going to eat toast which in the diet world is considered bad I might aswell just have an XXL pizza right? 

Honestly the diet community has fucked my eating habits up so bad, so many rules and different things to follow it’s driven me crazy and I’ve picked up the worst eating habits.

Before I could eat toast with butter without feeling guilty and feel like I’ve failed so I may aswell have a takeout..

I’ve been trying to get out of this cycle but now that I see every food that isn’t a salad as ‘bad’ it’s difficult. Honestly, reading into weight loss was the worst thing I ever did because there are SO many ideas and theories out there and SO many different diets to follow that it’s just sent me into a spiral and I’ve ended up putting on weight.

I miss the mindset I used to have, I used to just eat when I was hungry, not eat late at night and not have this guilt placed into my brain about certain foods because of diet culture..."
13332,0,"Thought you might enjoy!

"
8884,1,"going to start with my appearance 
1. i hate my nose
2. i hate that my adam’s apple is so defined because i’m a girl and everyone points it out
3. i hate my teeth
4. i hate my arms
5. i hate my uneven eyes
6. i hate my jaw
7. my pimples
8. small lips

personality
1. burden
2. clingy
3. socially isolate myself
4. no self-love what so ever 
5. unhappy
6. lonely
7. horrible person
8. insecure 

sorry to everyone for being so shitty. wish i could be someone else."
11015,0,How did you week go? What were you able to accomplish? How did you have fun with movement this week?
14115,0,"# Celebrating something great?

Scale Victory, Non-Scale Victory, Progress, Milestones -- this is the place! Big or small, please post here and help us focus all of today's awesomeness into an inspiring and informative mega-dose of greatness!

* Did you get to change your flair?
* Did you log for an entire week?
* Finally hitting those water goals?
* Fit into your old pair of jeans?
* Have a fitness feat?

**Post it here!**

*Due to space limitations, this may be a sticky only occasionally.* ***Please find it daily using the sidebar if needed.***

On Reddit, your vote means ""I found this interesting!"". Help us make this daily post the *most read, most used, most interesting* post on [/r/loseit]( by reading, commenting, and participating often!

*Other Daily Threads*

* [**US Accountability Challenge**](
* [**EU Accountability Challenge**](
* [**Day 1 Posts**](
* [**24-Hour Pledge**](
* [**Daily Q&A Thread**]("
10986,0,How did your week go? What fitness related things did you get up to?
13747,1,"I now understand that you can’t maintain a caloric deficit but you can maintain your goal weight once you recalculate your TDEE at that weight and feel good/fueled. It has taken me almost 10 years of gaining/losing to figure this out!! I used to think I was doomed because I always thought you can’t maintain a deficit (true) but once you start eating normally then you’ll just automatically gain it all back (which is also true if you don’t change habits while in the deficit). I used to think I was just dealt bad genetics, I was the fat kid all my life. But when I really think about it, I was not active as a kid and ate way too much. Ultimately it’s calories in/calories out, I do believe food quality matters too however I gained weight eating the most high  quality nutrient dense food because I was eating too many calories for my expenditure. Science lol. I feel dumb it took me this long to realize. Now I want to focus on building muscle and changing body composition while in a very minimum surplus like 100 calories over a day until I’m satisfied with the muscle I’ve built and then go back to maintaining. And I realize how freaking EASY it is to overeat especially garbage food! And how you really cannot exercise it off, it would take hours everyday to do that. I get it now. Anyone else ever felt so happy once they figured this out? Sorry if this post is silly, just wanted to share."
8823,0,"This is the first job I’ve had with a positive environment, a great boss, and great coworkers. I called in today because I was feeling so nauseous and rundown. Does anyone else feel really guilty when you take a day for yourself?"
9767,0,Amazing responses so far. Really thoughtful and open.
10809,0,"
**Welcome to the r/BodyAcceptance Daily Body Dissatisfaction Post** for talking about your negative feelings about your body.

As this is a support sub, people may offer advice. If you would prefer to rant without getting advice, please start your comment with [RANT ONLY]. Others are asked to respect that the commenter does not want advice.

**Important: [Please read if you're feeling suicidal or that you may harm yourself]( 

[Why does this post exist?](

**All comments must follow [the rules of this sub]("
14338,1,"Hello! I've been losing weight for around a month now, and I'm down about 7 and half pounds. A few people recommended to me to focus less on the scale and more my measurements, how clothes fit, etc. But I feel like it's been the opposite for me because my scales are showing me steady progress but my measurements have barely budged!

I've lost a bit off my hips so I'm most perplexed about my waist measurement since it hasn't changed at all. And I don't mean it's every so slowly going down on the tape measure, I mean it's been somehow stuck solidly at 32' and it's admittedly super frustrating.

So when did you guys start noticing a change in measurements? Does it have anything to do with my bottom-heavy body type or have I just not lost enough weight yet?"
13883,0,"Have lost approx 40 lbs over the last 7 months through exercise, portion control and lazy IF. I found weighing myself daily throughout has been a huge motivator BUT now that the weight loss has slowed, do I stop weighing and go by measurements? I think I have about 10-15lbs before I am at my ""goal"" weight but want to tone up alot more. How do you stay motivated when you dont constantly see the number going down? Thanks to this community "
12577,0,"I'm 19yo, doing everything I can to improve myself but the thoughts that's been bothering me is my highschool crush. I've got nothing to do with her or anything at all but I can't stop thinking about her. How can I get rid of it?"
13983,0,"For the first time in what feels like forever I’ve finally crossed the 30lb mark in my weight loss journey. From originally being about 266lbs last year down to around 230lbs, I can feel a big difference both physically and mentally. I know I still have a long way off to go until I reach my final goal of around 180lbs (13st) but I felt like this achievement was worth noting for myself and I feel more confident than ever to carry on and I’m showing no signs of slowing down. For anyone struggling, what has really worked for me so far is trying to do some physical activity everyday, whether it’s running, sports or even a 30 minute walk, I have especially kept a close eye on my CICO. I’ve also focused a lot more on what I eat, making sure I get important nutrients in with each meal and eating a lot more veg. Good luck, you CAN do this!"
12745,0,"I’ve been fighting this feeling in my body being jealous of my sister.
I went to school, got a good job, making good money. She did too, but she started a business and makes 7 figures now. 
She worked hard and deserves it all.


The thing is, she constantly tells me about her earnings, and it’s annoying me. (We live together)
My initial reaction is to say wow awesome! But I always think about it so much, trying to put her down, or make myself seem better, or being straight up jealous about it. I do well for myself too, and I just want to be happy and GENUINELY happy for her.

It’s really hard tbh, and I find a lot of pressure trying to live up to be like her (she’s my older sister, always been better at everything, always been compared to her, etc)

How can I change this part of myself?"
9327,0,"Even at a size 3/5 i was still considered overweight with a BMI of 27.5...... Its 2018 lets rethink this....
Now im [31F] with a few more #'s from then but still no bigger than a size M or L at most stores. If i was not curvey my life insurance would not be rated.... Just saying. Unfair to charge me more due to my shape or judge me on a chart that doesnt consider the many different shapes of women. 
Being told im overweight growing up by the one chart insurance and doctors refer to was hard as im sure it still is for other young women. The doctors all say im healthy but its hard to think you are when the ONLY measurement you are scrutinized with is telling you how obese you are.

They should measure more than hight and weight for us lady's... Use common sense!
"
8798,1,"I wasn’t like this for the entirety of my life, but recently, i’ve really struggled with being alone. I’m 18(F) and just recently began my second semester of university in Thailand, which is totally new to me because I grew up in the United States. 
My first semester was completely online, and I stayed with my family in Bangkok, and this affected me a lot. I was constantly by myself for so long, I had no friends, and I think this made me become sick of myself. 

I began my second semester of university partially online, so I moved to my apartment near my university. I made some friends, got to socialize finally, but even though all of that was happening, I still felt so lonely. When I wasn’t out doing something, I felt like I HAD to get out and be with someone, anyone, but just myself.

As time passed, I became to only get validation from other people, and the asian beauty standards began to make me feel awful about myself. People would say to me, “You’re so pretty, lose some weight and you would be so much prettier!” For reference, I was about 5’5 (165cm), and weighed about 145 lbs (65 Kilos) Since then, i’ve eaten less and lost some weight due to the pressure, which i thought would make me happy, but i’m still so unhappy with myself.

I downloaded a dating app and met a guy I was really interested in, and spent a lot of time with him, and we ended up dating. The problem is though, whenever he wouldn’t message me all day, or say he’d come to see me and end up not doing that, i’d feel so insecure about our relationship. I relied on him too much to be happy and be company for me, so recently for myself, I talked to him about it and we both mutually agreed to put a break on things while I figure out how to accept myself and feel OK with being alone. 
I want to become more reliant on myself and less about other people. I want to learn to love myself and not wait for other people to love me. I want to enjoy spending time by myself. does anyone have any tips, or any advice that might help?"
9410,0,"Is it normal that sometimes I don't crave the taste or texture of a food, but I crave how it makes me feel?  Like, ""oh, if I eat an orange, I will have energy, whereas if I eat chicken I will feel sleepy."""
12492,0,"(For those too lazy to read, here is a video version of this post in the comments)

We have Jack and we have Frank

Jack and frank are both asked to play a game. However, they are being investigated and the rules for the both of them are a bit different.

Jack whenever he loses a level, he loses 5 points out of a total 200 points

Frank doesn’t even know points exist and just plays.

Now who do we think would complete more levels and be more successful at the game

I thought Jack would, since seeing his points go down after every turn, he’s going to force himself to get better so he won’t lose more points.

But actually, I was wrong

The guy who didn’t lose any points actually did better.

This example comes from Mark Rober’s Ted talk “The Super Mario Effect”

If we put ourselves in the place of each guy during the game, we could picture Jack getting anxious and frustrated after every failure. He’s seeing his score go down and every time he looks towards it, he remembers all his past failures. And when they happen again or he fails multiple times on the same level, he beats himself up more for it.

Then we look at Frank. He doesn’t have this big bright red score making the same annoying sound effects after he loses, in fact he doesn’t even see it as a failure.

Maybe Frank fell off a cliff but all he’s doing is saying ok, I got to remember not to do that next time. He doesn’t recognise it as a failure but a piece of info that he has gathered that could help him.

I watched this video and I was thinking to myself but what if I could just not fail. Won’t that be better. I beat the system that way no matter what world I’m in, right?

Mark Rober was like “Hmmm idk about that”

Video games are very similar to life, we complete a few tasks it could be putting a ball at the back of a goal or defeating an evil dinosaur.

In Mario if there were no obstacles, and the pathway was clear and straight, who would play that? it would be boring.

But add in some monsters, a few things to climb and some puzzles and you got yourself a game that ppl are willing to pay money to play.

Without failures and a challenge, a goal doesn’t feel exciting and worthwhile to pursue.

So basically, we have to accept failure but not let it overwhelm us, once we look at it as a learning experience and an obstacle that we will overcome, things will work out in your favour."
9862,0,"I decided that I was going to say eff it and wear shorts this summer, even though I usually don't like how I look in them. So I ordered three pairs, and they arrived today. Trying them on immediately made me think ""oh guess it's time for a diet..."" They fit, I guess, but they are uncomfortable and I don't like how they look. Why can I find pants, dresses, tops, etc. that all make me feel good about myself, but not shorts???

Anyone have any suggestions for cute shorts that you love to wear in the sweltering heat? Or do you also have a rant about shorts? I'd love to commiserate."
12680,0,"Hi

I have trouble with getting my life in order. It's a bit in shambles currently. My house is messy, I spend most days just watching TV, and I don't really have drive or motivation.

However, I'd like to be extremely organized. I want everything from the most unimportant detail in my life to be neat, orderly, and organized, from virtual space, to physical space, to my habits and daily routine.

Is there any way to achieve this? I know it's essentially two things I'm doing (Organizing/Creating a routine), but I think since those things go along hand in hand that I can maybe change my habits and be as structured as I want to be.

Any tips or advice?"
13355,0,Anyone know if there's a reason to purchase newer editions of Intuitive Eating if you have the first edition already?
12100,0,"For years now, I find myself to be drowning in a thousand little attention-demanders.

It stems from my job - 50 to 100 emails a day, always on the clock, company-wide group chat, phone calls at any hour, deadlines, social media dings, questions and chatter from colleagues, on and on.

From there it's my social network - my friends, and my family. These are people that I love and want in my life, but my dad is retired and I am his world so he texts me all throughout the day. Certain higher maintenance friends guilt me into feeling I have wronged them by being so busy. To take much-needed time for me feels simultaneously like a step in the wrong direction from those who want more of my presence.

The list continues but I won't bore you.

\--

I guess what I'm trying to say is I get overwhelmed by the sheer level of demand put on me by external forces, and then that overwhelm turns into resentment.

I resent every time my boss emails me, I resent every time my dad texts me, I resent every time my beloved dog fights for my attention. Considering these are all things I'm very grateful for, that initial pang of resentment is pretty fucked up.

\--

I'm wondering what others in similar positions have done to cope with the nearly-audible buzz of demand floating in your head.

Unfortunately, I think the real answer is to leave my high-demand job, but I'm just not ready yet."
12080,0,"I’ve struggled with this my entire life and I’m struggling with it now. Every time a man shows me even an ounce of affection and love, I latch on to it and before I know, I’m in too deep. Almost my whole day and my moods revolve around them. I start to read into the tiniest of things that don’t mean anything. I keep checking texts over and over again to see if they’ve responded and getting sad if they haven’t. I start acting like the worst version of myself, one I loathe and cannot stand. It really affects my mental well-being, to the point where I feel like crying; I’ve even had several breakdowns in the past over previous boyfriends.

Desperately seeking any advice anyone may have for this, as I don’t really have friends or family I can talk to about this issue. I’m ashamed of how it makes me come across (obsessive, psychotic, neurotic) and I don’t want them to find out. Thank you to anyone who reads/comments."
11121,0,"Hey there, I am so glad this sub exists! 

For those who are looking for more ways to move in a way that’s joyful and not intended as punishment or compensation for eating, I recently discovered (suggested by @yrfatfriend on Instagram) an app called [Joyn]( which has weight-neutral and accessible yoga, pilates, cardio and dance videos of varying lengths that you can follow along with at home. 

They have some limited free content, and it’s a $9.99/month subscription to access the rest. I tried out one of the free classes today and am not sure if I enjoyed it enough to spring for a membership, but I’ll try a couple more and thought that others here might like to as well! It’s refreshing to see a fitness app that isn’t focused on calorie burning or tracking every step. 

If anyone else has recommendations for fitness apps or YouTube channels that focus on joyful movement, please post them!"
13471,0,How is intuitive eating going for you today?
14376,0,"I understand you have to be in a caloric deficit to lose weight and track your foods. I personally have lost about 11 pounds so far but I've eating semi-clean. There are people that say they ate nothing but fast food and kept their deficits and lost tons of pounds. I now find myself in a small plateau and have gotten a bit paranoid.

&#x200B;

Is there anyone here who can testify to truly ""eating whatever they wanted""? or did you avoid certain things?"
